,Domain,Subdomain,num_edges,Graph_order,Weighted,Directed,Bipartite,Multigraph,Multiplex,Component,fp_gml,n,alpha,xmin,ntail,Lpl,ppl,dexp,dln,dstrexp,dplwc
CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml_multiplexpeer_directedindistribution.txt,Technological,Communication,6798,5,0,in,0,0,sub_1,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml,,2.2500000000000009,5.0,297.0,-916.01354387171602,0.051999999999999998,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml_multiplexpeer_directedoutdistribution.txt,Technological,Communication,6798,5,0,out,0,0,sub_1,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml,,2.2500000000000009,5.0,297.0,-916.01354387171602,0.040000000000000001,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml_multiplexpeer_directedtotaldistribution.txt,Technological,Communication,6798,5,0,total,0,0,sub_1,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml,,1.7700000000000009,2.0,909.0,-2739.3428876677704,0.0,1.0,-1.0,0.0,-1.0
CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml_multiplexprovider_directedtotaldistribution.txt,Technological,Communication,29817,5,0,total,0,0,sub_2,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml,,2.1300000000000008,6.0,1049.0,-3636.3217308806024,0.70299999999999996,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml_multiplexsibling_directedtotaldistribution.txt,Technological,Communication,312,5,0,total,0,0,sub_3,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml,,4.110000000000003,2.0,228.0,-185.43656807838246,0.0,1.0,1.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml_multiplexunion_directedindistribution.txt,Technological,Communication,66744,5,0,in,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml,,2.1100000000000008,5.0,1575.0,-5201.20903949281,0.97599999999999998,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml_multiplexunion_directedoutdistribution.txt,Technological,Communication,66744,5,0,out,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml,,2.1100000000000008,5.0,1575.0,-5201.20903949281,0.97599999999999998,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml_multiplexunion_directedtotaldistribution.txt,Technological,Communication,66744,5,0,total,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040202_Technological_Communication_n5.gml,,2.100000000000001,2.0,16493.0,-37788.226426287751,0.0,2.0,-1.0,1.0,-1.0
Facebook100_Columbia2_Social_Online_n5.gmldistribution.txt,Social,Online,444333,5,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Online/n5/Facebook100_Columbia2_Social_Online_n5.gml,,4.2900000000000027,200.0,723.0,-3911.2372385454614,0.91600000000000004,2.0,0.0,0.0,0.0
Facebook100_Columbia2_Social_Online_n5.gml_largestcompdistribution.txt,Social,Online,444295,5,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Online/n5/Facebook100_Columbia2_Social_Online_n5.gml,,4.2900000000000027,200.0,723.0,-3911.2372385454614,0.89600000000000002,2.0,0.0,0.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml_multiplexcustomer_directedtotaldistribution.txt,Technological,Communication,31859,5,0,total,0,0,sub_0,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml,,2.1100000000000008,7.0,931.0,-3419.4445128675566,0.32700000000000001,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml_multiplexpeer_directedindistribution.txt,Technological,Communication,7598,5,0,in,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml,,2.0900000000000007,4.0,367.0,-1137.4495543790356,0.002,1.0,0.0,0.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml_multiplexpeer_directedoutdistribution.txt,Technological,Communication,7598,5,0,out,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml,,2.0900000000000007,4.0,367.0,-1137.4495543790356,0.0040000000000000001,1.0,0.0,0.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml_multiplexpeer_directedtotaldistribution.txt,Technological,Communication,7598,5,0,total,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml,,1.8900000000000008,2.0,1177.0,-3186.7730663128718,0.0,1.0,0.0,1.0,-1.0
CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml_multiplexprovider_directedtotaldistribution.txt,Technological,Communication,31859,5,0,total,0,0,sub_2,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml,,2.1100000000000008,7.0,931.0,-3419.4445128675566,0.34200000000000003,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml_multiplexsibling_directedtotaldistribution.txt,Technological,Communication,342,5,0,total,0,0,sub_3,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml,,4.1200000000000028,2.0,251.0,-203.26398654634721,0.0,1.0,1.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml_multiplexunion_directedindistribution.txt,Technological,Communication,71658,5,0,in,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml,,2.1100000000000008,5.0,1692.0,-5614.0109050452293,0.71299999999999997,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml_multiplexunion_directedoutdistribution.txt,Technological,Communication,71658,5,0,out,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml,,2.1100000000000008,5.0,1692.0,-5614.0109050452293,0.74099999999999999,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml_multiplexunion_directedtotaldistribution.txt,Technological,Communication,71658,5,0,total,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040705_Technological_Communication_n5.gml,,2.0900000000000007,2.0,17509.0,-40380.011588643742,0.0,1.0,-1.0,-1.0,-1.0
ISCAS89_Benchmark_Circuits__s15850_1_bench_Technological_Digital_Circuit_n5.gml_directedtotaldistribution.txt,Technological,Digital_Circuit,14332,5,0,total,0,0,0,entire,/Volumes/Durodon/gmls/Technological/Digital_Circuit/n5/ISCAS89_Benchmark_Circuits__s15850_1_bench_Technological_Digital_Circuit_n5.gml,,4.5400000000000027,3.0,4176.0,-4381.0880087088699,0.0,1.0,1.0,1.0,0.0
United_States_Road_Networks_HI_Transportation_Roads_n5.gml_multiplexroad_category_multigraphsimplifieddistribution.txt,Transportation,Roads,76139,5,0,0,0,simplified,sub_road_category,entire,/Volumes/Durodon/gmls/Transportation/Roads/n5/United_States_Road_Networks_HI_Transportation_Roads_n5.gml,,6.5000000000000044,3.0,32643.0,-17887.624829305016,0.0,-1.0,-1.0,-1.0,-1.0
United_States_Road_Networks_HI_Transportation_Roads_n5.gml_multiplexroad_category_multigraphsimplified_largestcompdistribution.txt,Transportation,Roads,24383,5,0,0,0,simplified,sub_road_category,largest,/Volumes/Durodon/gmls/Transportation/Roads/n5/United_States_Road_Networks_HI_Transportation_Roads_n5.gml,,6.5000000000000044,3.0,10179.0,-6174.0797628519213,0.0,-1.0,-1.0,-1.0,-1.0
United_States_Road_Networks_HI_Transportation_Roads_n5.gml_multiplextravel_time_multigraphsimplifieddistribution.txt,Transportation,Roads,76139,5,0,0,0,simplified,sub_travel_time,entire,/Volumes/Durodon/gmls/Transportation/Roads/n5/United_States_Road_Networks_HI_Transportation_Roads_n5.gml,,6.5000000000000044,3.0,32643.0,-17887.624829305016,0.0,-1.0,-1.0,-1.0,-1.0
United_States_Road_Networks_HI_Transportation_Roads_n5.gml_multiplextravel_time_multigraphsimplified_largestcompdistribution.txt,Transportation,Roads,24383,5,0,0,0,simplified,sub_travel_time,largest,/Volumes/Durodon/gmls/Transportation/Roads/n5/United_States_Road_Networks_HI_Transportation_Roads_n5.gml,,6.5000000000000044,3.0,10179.0,-6174.0797628519213,0.0,-1.0,-1.0,-1.0,-1.0
United_States_Road_Networks_HI_Transportation_Roads_n5.gml_multiplexspatial_distance_in_meters_multigraphsimplifieddistribution.txt,Transportation,Roads,76139,5,0,0,0,simplified,sub_spatial_distance_in_meters,entire,/Volumes/Durodon/gmls/Transportation/Roads/n5/United_States_Road_Networks_HI_Transportation_Roads_n5.gml,,6.5000000000000044,3.0,32643.0,-17887.624829305016,0.0,-1.0,-1.0,-1.0,-1.0
United_States_Road_Networks_HI_Transportation_Roads_n5.gml_multiplexspatial_distance_in_meters_multigraphsimplified_largestcompdistribution.txt,Transportation,Roads,24383,5,0,0,0,simplified,sub_spatial_distance_in_meters,largest,/Volumes/Durodon/gmls/Transportation/Roads/n5/United_States_Road_Networks_HI_Transportation_Roads_n5.gml,,6.5000000000000044,3.0,10179.0,-6174.0797628519213,0.0,-1.0,-1.0,-1.0,-1.0
ITC99_Benchmark_Circuits_b20_Technological_Digital_Circuit_n5.gml_directedtotaldistribution.txt,Technological,Digital_Circuit,38725,5,0,total,0,0,0,entire,/Volumes/Durodon/gmls/Technological/Digital_Circuit/n5/ITC99_Benchmark_Circuits_b20_Technological_Digital_Circuit_n5.gml,,4.5500000000000034,3.0,18497.0,-19363.459658925,0.0,1.0,2.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml_multiplexcustomer_directedtotaldistribution.txt,Technological,Communication,30120,5,0,total,0,0,sub_0,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml,,2.1300000000000008,6.0,1056.0,-3668.9032005041449,0.67200000000000004,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml_multiplexpeer_directedindistribution.txt,Technological,Communication,6118,5,0,in,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml,,2.2100000000000009,5.0,251.0,-789.98486097653347,0.066000000000000003,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml_multiplexpeer_directedoutdistribution.txt,Technological,Communication,6118,5,0,out,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml,,2.2100000000000009,5.0,251.0,-789.98486097653347,0.075999999999999998,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml_multiplexpeer_directedtotaldistribution.txt,Technological,Communication,6118,5,0,total,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml,,1.8300000000000007,2.0,897.0,-2568.1439645777632,0.0,1.0,0.0,1.0,-1.0
CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml_multiplexprovider_directedtotaldistribution.txt,Technological,Communication,30120,5,0,total,0,0,sub_2,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml,,2.1300000000000008,6.0,1056.0,-3668.9032005041449,0.65300000000000002,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml_multiplexsibling_directedtotaldistribution.txt,Technological,Communication,322,5,0,total,0,0,sub_3,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml,,4.1400000000000015,2.0,237.0,-190.62081463962241,0.0,1.0,1.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml_multiplexunion_directedindistribution.txt,Technological,Communication,66680,5,0,in,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml,,2.120000000000001,6.0,1243.0,-4347.3747806473166,0.58099999999999996,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml_multiplexunion_directedoutdistribution.txt,Technological,Communication,66680,5,0,out,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml,,2.120000000000001,6.0,1243.0,-4347.3747806473166,0.56999999999999995,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml_multiplexunion_directedtotaldistribution.txt,Technological,Communication,66680,5,0,total,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20040301_Technological_Communication_n5.gml,,2.100000000000001,2.0,16655.0,-38117.541957558737,0.0,1.0,-1.0,-1.0,-1.0
CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml_multiplexcustomer_directedtotaldistribution.txt,Technological,Communication,49180,5,0,total,0,0,sub_0,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml,,2.100000000000001,6.0,1775.0,-6249.0948618517332,0.11799999999999999,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml_multiplexpeer_directedindistribution.txt,Technological,Communication,7952,5,0,in,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml,,2.0600000000000009,4.0,370.0,-1164.1529123265832,0.097000000000000003,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml_multiplexpeer_directedoutdistribution.txt,Technological,Communication,7952,5,0,out,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml,,2.0600000000000009,4.0,370.0,-1164.1529123265832,0.083000000000000004,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml_multiplexpeer_directedtotaldistribution.txt,Technological,Communication,7952,5,0,total,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml,,1.9200000000000008,2.0,1249.0,-3286.701640871433,0.0,1.0,1.0,1.0,-1.0
CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml_multiplexprovider_directedtotaldistribution.txt,Technological,Communication,49180,5,0,total,0,0,sub_2,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml,,2.100000000000001,6.0,1775.0,-6249.0948618517332,0.11700000000000001,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml_multiplexsibling_directedtotaldistribution.txt,Technological,Communication,450,5,0,total,0,0,sub_3,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml,,3.6600000000000015,2.0,333.0,-327.82866435288645,0.0,2.0,1.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml_multiplexunion_directedindistribution.txt,Technological,Communication,106762,5,0,in,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml,,2.0900000000000007,6.0,2001.0,-7080.8262622606617,0.76700000000000002,1.0,2.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml_multiplexunion_directedoutdistribution.txt,Technological,Communication,106762,5,0,out,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml,,2.0900000000000007,6.0,2001.0,-7080.8262622606617,0.76500000000000001,1.0,2.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml_multiplexunion_directedtotaldistribution.txt,Technological,Communication,106762,5,0,total,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071105_Technological_Communication_n5.gml,,2.1100000000000008,2.0,26475.0,-60047.859234273194,0.0,1.0,-1.0,-1.0,-1.0
Facebook100_Northwestern25_Social_Online_n5.gmldistribution.txt,Social,Online,488337,5,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Online/n5/Facebook100_Northwestern25_Social_Online_n5.gml,,4.8500000000000032,201.0,1057.0,-5509.1132046842577,0.0,0.0,0.0,0.0,-1.0
Facebook100_Northwestern25_Social_Online_n5.gml_largestcompdistribution.txt,Social,Online,488318,5,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Online/n5/Facebook100_Northwestern25_Social_Online_n5.gml,,4.8500000000000032,201.0,1057.0,-5509.1132046842577,0.0,0.0,0.0,0.0,-1.0
Gnutella_p2p_networks_2002_04_Technological_Peer-to-peer_n5.gml_directedindistribution.txt,Technological,Peer-to-peer,39994,5,0,in,0,0,0,entire,/Volumes/Durodon/gmls/Technological/Peer-to-peer/n5/Gnutella_p2p_networks_2002_04_Technological_Peer-to-peer_n5.gml,,3.4000000000000021,11.0,526.0,-1522.2460008913199,0.58899999999999997,1.0,0.0,2.0,-1.0
Gnutella_p2p_networks_2002_04_Technological_Peer-to-peer_n5.gml_directedoutdistribution.txt,Technological,Peer-to-peer,39994,5,0,out,0,0,0,entire,/Volumes/Durodon/gmls/Technological/Peer-to-peer/n5/Gnutella_p2p_networks_2002_04_Technological_Peer-to-peer_n5.gml,,2.9400000000000017,18.0,28.0,-104.15245929108136,0.77000000000000002,2.0,0.0,0.0,0.0
Gnutella_p2p_networks_2002_04_Technological_Peer-to-peer_n5.gml_directedtotaldistribution.txt,Technological,Peer-to-peer,39994,5,0,total,0,0,0,entire,/Volumes/Durodon/gmls/Technological/Peer-to-peer/n5/Gnutella_p2p_networks_2002_04_Technological_Peer-to-peer_n5.gml,,4.5800000000000027,12.0,2997.0,-7347.7186316950465,0.0,1.0,0.0,2.0,0.0
Facebook100_Harvard1_Social_Online_n5.gmldistribution.txt,Social,Online,824617,5,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Online/n5/Facebook100_Harvard1_Social_Online_n5.gml,,4.8400000000000034,292.0,1091.0,-6097.6805831589554,0.0,-1.0,-1.0,2.0,-1.0
Facebook100_Harvard1_Social_Online_n5.gml_largestcompdistribution.txt,Social,Online,824595,5,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Online/n5/Facebook100_Harvard1_Social_Online_n5.gml,,4.8400000000000034,292.0,1091.0,-6097.6805831589554,0.0,-1.0,-1.0,2.0,-1.0
Facebook100_UCSB37_Social_Online_n5.gmldistribution.txt,Social,Online,482224,5,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Online/n5/Facebook100_UCSB37_Social_Online_n5.gml,,5.480000000000004,221.0,411.0,-2102.2843674782671,0.082000000000000003,0.0,0.0,2.0,-1.0
Facebook100_UCSB37_Social_Online_n5.gml_largestcompdistribution.txt,Social,Online,482215,5,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Online/n5/Facebook100_UCSB37_Social_Online_n5.gml,,5.480000000000004,221.0,411.0,-2102.2843674782671,0.071999999999999995,0.0,0.0,2.0,-1.0
CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml_multiplexcustomer_directedtotaldistribution.txt,Technological,Communication,49285,5,0,total,0,0,sub_0,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml,,2.140000000000001,5.0,2328.0,-7582.1248401129787,0.57199999999999995,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml_multiplexpeer_directedindistribution.txt,Technological,Communication,8192,5,0,in,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml,,2.080000000000001,6.0,242.0,-862.05422441057192,0.35699999999999998,1.0,0.0,0.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml_multiplexpeer_directedoutdistribution.txt,Technological,Communication,8192,5,0,out,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml,,2.080000000000001,6.0,242.0,-862.05422441057192,0.37799999999999995,1.0,0.0,0.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml_multiplexpeer_directedtotaldistribution.txt,Technological,Communication,8192,5,0,total,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml,,1.9100000000000008,2.0,1259.0,-3331.9564734451546,0.0,1.0,1.0,1.0,-1.0
CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml_multiplexprovider_directedtotaldistribution.txt,Technological,Communication,49285,5,0,total,0,0,sub_2,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml,,2.140000000000001,5.0,2328.0,-7582.1248401129787,0.626,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml_multiplexsibling_directedtotaldistribution.txt,Technological,Communication,440,5,0,total,0,0,sub_3,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml,,3.8300000000000023,2.0,332.0,-304.32618908940049,0.0,1.0,1.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml_multiplexunion_directedindistribution.txt,Technological,Communication,107202,5,0,in,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml,,2.0900000000000007,6.0,2037.0,-7201.8745699963392,0.93400000000000005,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml_multiplexunion_directedoutdistribution.txt,Technological,Communication,107202,5,0,out,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml,,2.0900000000000007,6.0,2037.0,-7201.8745699963392,0.93100000000000005,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml_multiplexunion_directedtotaldistribution.txt,Technological,Communication,107202,5,0,total,0,0,union,connected,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20071015_Technological_Communication_n5.gml,,2.1100000000000008,2.0,26258.0,-59750.634726648044,0.0,1.0,-1.0,-1.0,-1.0
Facebook100_Syracuse56_Social_Online_n5.gmldistribution.txt,Social,Online,543982,5,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Online/n5/Facebook100_Syracuse56_Social_Online_n5.gml,,5.6700000000000044,210.0,705.0,-3538.9463649825198,0.039,1.0,0.0,0.0,0.0
Facebook100_Syracuse56_Social_Online_n5.gml_largestcompdistribution.txt,Social,Online,543975,5,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Online/n5/Facebook100_Syracuse56_Social_Online_n5.gml,,5.6700000000000044,210.0,705.0,-3538.9463649825198,0.058000000000000003,1.0,0.0,0.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20070625_Technological_Communication_n5.gml_multiplexcustomer_directedtotaldistribution.txt,Technological,Communication,47377,5,0,total,0,0,sub_0,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20070625_Technological_Communication_n5.gml,,2.1100000000000008,6.0,1726.0,-6063.0218456136472,0.45600000000000002,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20070625_Technological_Communication_n5.gml_multiplexpeer_directedindistribution.txt,Technological,Communication,8872,5,0,in,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20070625_Technological_Communication_n5.gml,,2.080000000000001,5.0,327.0,-1098.0352724081579,0.024,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20070625_Technological_Communication_n5.gml_multiplexpeer_directedoutdistribution.txt,Technological,Communication,8872,5,0,out,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20070625_Technological_Communication_n5.gml,,2.080000000000001,5.0,327.0,-1098.0352724081579,0.027000000000000003,1.0,0.0,1.0,0.0
CAIDA_AS_graphs_2004-2007_as-caida20070625_Technological_Communication_n5.gml_multiplexpeer_directedtotaldistribution.txt,Technological,Communication,8872,5,0,total,0,0,sub_1,entire,/Volumes/Durodon/gmls/Technological/Communication/n5/CAIDA_AS_graphs_2004-2007_as-caida20070625_Technological_Communication_n5.gml,,1.9200000000000008,2.0,1337.0,-3521.7701507155293,0.0,1.0,1.0,1.0,-1.0
